news_id,store_id,city,state,published_date,headline,summary,event_type,demand_impact,source
NEWS-01439,USR-081,Sacramento,CA,2025-09-02,Grocery Outlet Fresh Start - Carmichael Times,Grocery Outlet Fresh Start Carmichael Times,local_news,neutral,Carmichael Times
NEWS-01440,USR-081,Sacramento,CA,2026-06-18,National retailer to shut 59 stores. Which California locations are closing? - Sacramento Bee,National retailer to shut 59 stores. Which California locations are closing? Sacramento Bee,local_news,neutral,Sacramento Bee
NEWS-01441,USR-081,Sacramento,CA,2026-02-06,Retail theft operation at a Dollar Tree store leads to 21 arrests in Sacramento County - KCRA,Retail theft operation at a Dollar Tree store leads to 21 arrests in Sacramento County KCRA,local_news,neutral,KCRA
NEWS-01442,USR-081,Sacramento,CA,2026-06-16,National boating retailer announces store closings. Where are stores shutting? - Sacramento Bee,National boating retailer announces store closings. Where are stores shutting? Sacramento Bee,local_news,neutral,Sacramento Bee
NEWS-01443,USR-081,Sacramento,CA,2026-01-22,Raley’s to shutter 2 California stores - Grocery Dive,Raley’s to shutter 2 California stores Grocery Dive,local_news,neutral,Grocery Dive
NEWS-01444,USR-082,Kansas City,MO,2026-04-04,These 4 Kansas City-area grocery store chains will close for Easter 2026 - Kansas City Star,These 4 Kansas City-area grocery store chains will close for Easter 2026 Kansas City Star,local_news,neutral,Kansas City Star
NEWS-01445,USR-082,Kansas City,MO,2026-03-29,Blue Springs police to increase presence after arrest of juvenile at 'truck meet-up' Saturday night - KSHB 41 Kansas City,Blue Springs police to increase presence after arrest of juvenile at 'truck meet-up' Saturday night KSHB 41 Kansas City,local_news,neutral,KSHB 41 Kansas City
NEWS-01446,USR-082,Kansas City,MO,2026-03-15,Lee’s Summit officer dragged by car while trying to arrest shoplifting suspect - FOX4KC.com,Lee’s Summit officer dragged by car while trying to arrest shoplifting suspect FOX4KC.com,local_news,neutral,FOX4KC.com
NEWS-01447,USR-082,Kansas City,MO,2026-02-02,Marijuana companies sue dozens of smoke shops for selling THCA hemp flower - Missouri Independent,Marijuana companies sue dozens of smoke shops for selling THCA hemp flower Missouri Independent,local_news,neutral,Missouri Independent
NEWS-01448,USR-082,Kansas City,MO,2026-03-24,"Target to anchor new retail center in Farmington, developer's first big Missouri project - The Business Journals","Target to anchor new retail center in Farmington, developer's first big Missouri project The Business Journals",local_news,neutral,The Business Journals
NEWS-01449,USR-082,Kansas City,MO,2025-12-18,KC shoppers wrap up last-minute holiday to-dos; final shipping deadlines near - KMBC,KC shoppers wrap up last-minute holiday to-dos; final shipping deadlines near KMBC,local_news,neutral,KMBC
NEWS-01450,USR-082,Kansas City,MO,2026-06-17,Murder charges filed for double homicide in Kansas City grocery store parking lot - KCTV,Murder charges filed for double homicide in Kansas City grocery store parking lot KCTV,local_news,neutral,KCTV
NEWS-01451,USR-082,Kansas City,MO,2026-05-27,Popular grocery store will open new location in the Northland. What to expect - Kansas City Star,Popular grocery store will open new location in the Northland. What to expect Kansas City Star,local_news,neutral,Kansas City Star
NEWS-01452,USR-082,Kansas City,MO,2026-05-20,"United Market opens in Kansas City's Linwood Shopping Center, bringing fresh food back to Prospect - KSHB 41 Kansas City","United Market opens in Kansas City's Linwood Shopping Center, bringing fresh food back to Prospect KSHB 41 Kansas City",local_news,neutral,KSHB 41 Kansas City
NEWS-01453,USR-082,Kansas City,MO,2026-05-14,United Market KC grocery store set to open on May 20th at 31st and Prospect - Spectrum News,United Market KC grocery store set to open on May 20th at 31st and Prospect Spectrum News,local_news,neutral,Spectrum News
NEWS-01454,USR-082,Kansas City,MO,2026-03-06,Nonprofit developer sues Kansas City over the closing of troubled Sun Fresh grocery store - KCUR,Nonprofit developer sues Kansas City over the closing of troubled Sun Fresh grocery store KCUR,local_news,neutral,KCUR
NEWS-01455,USR-082,Kansas City,MO,2026-05-19,United Market grocery store to open on Prospect Avenue - FOX4KC.com,United Market grocery store to open on Prospect Avenue FOX4KC.com,local_news,neutral,FOX4KC.com
NEWS-01456,USR-082,Kansas City,MO,2026-04-14,"Painted Tree closing dozens of locations, including Overland Park and Kansas City stores - KCTV","Painted Tree closing dozens of locations, including Overland Park and Kansas City stores KCTV",local_news,neutral,KCTV
NEWS-01457,USR-082,Kansas City,MO,2026-01-22,Retail Rebel closing the majority of its Kansas City-area stores - FOX4KC.com,Retail Rebel closing the majority of its Kansas City-area stores FOX4KC.com,local_news,neutral,FOX4KC.com
NEWS-01458,USR-082,Kansas City,MO,2026-03-05,"Kansas City grocery operators sue city, alleging crime and neglect forced store to close - KMBC","Kansas City grocery operators sue city, alleging crime and neglect forced store to close KMBC",local_news,neutral,KMBC
NEWS-01459,USR-083,Atlanta,GA,2025-12-31,"New Year's GA Grocery Store Hours 2026: Aldi, Kroger And Target - Patch","New Year's GA Grocery Store Hours 2026: Aldi, Kroger And Target Patch",local_news,neutral,Patch
NEWS-01460,USR-083,Atlanta,GA,2025-12-24,These stores and restaurants will be open on Christmas Day 2025 - 11Alive.com,These stores and restaurants will be open on Christmas Day 2025 11Alive.com,local_news,neutral,11Alive.com
NEWS-01461,USR-083,Atlanta,GA,2026-04-04,"Are Any Stores Open On Easter Sunday In Atlanta? Easter Hours For Walmart, Target, Publix, Kroger, Waffle House & More - Secret Atlanta","Are Any Stores Open On Easter Sunday In Atlanta? Easter Hours For Walmart, Target, Publix, Kroger, Waffle House & More Secret Atlanta",local_news,neutral,Secret Atlanta
NEWS-01462,USR-083,Atlanta,GA,2026-01-05,These grocery store chains are opening new locations in Georgia in 2026 - Savannah Morning News,These grocery store chains are opening new locations in Georgia in 2026 Savannah Morning News,new_competitor,neutral,Savannah Morning News
NEWS-01463,USR-083,Atlanta,GA,2025-12-30,List of Georgia grocery stores open on New Year’s Day 2026 - The Augusta Chronicle,List of Georgia grocery stores open on New Year’s Day 2026 The Augusta Chronicle,local_news,neutral,The Augusta Chronicle
NEWS-01464,USR-083,Atlanta,GA,2026-02-10,Kroger appoints new president overseeing 120 Michigan stores - WJRT ABC12,Kroger appoints new president overseeing 120 Michigan stores WJRT ABC12,local_news,neutral,WJRT ABC12
NEWS-01465,USR-083,Atlanta,GA,2026-06-17,"Georgia grocery store worker gets 300-year sentence for having 266,000 child porn files - WSB-TV","Georgia grocery store worker gets 300-year sentence for having 266,000 child porn files WSB-TV",local_news,neutral,WSB-TV
NEWS-01466,USR-083,Atlanta,GA,2026-06-09,"New Trader Joe's location coming to GA. Here's where, when it opens - Savannah Morning News","New Trader Joe's location coming to GA. Here's where, when it opens Savannah Morning News",local_news,neutral,Savannah Morning News
NEWS-01467,USR-083,Atlanta,GA,2026-04-01,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In GA - Patch,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In GA Patch,local_news,neutral,Patch
NEWS-01468,USR-083,Atlanta,GA,2025-12-18,"2025 holiday grocery store hours, travel and weather in metro Atlanta - WABE","2025 holiday grocery store hours, travel and weather in metro Atlanta WABE",weather,negative,WABE
NEWS-01469,USR-083,Atlanta,GA,2026-01-23,Grocers say don’t ‘panic-buy’ as Georgians hit stores before winter storm - AJC.com,Grocers say don’t ‘panic-buy’ as Georgians hit stores before winter storm AJC.com,weather,negative,AJC.com
NEWS-01470,USR-083,Atlanta,GA,2026-01-29,Study: Trader Joe’s replaces Publix as No. 1 grocery store for customer satisfaction - Atlanta News First,Study: Trader Joe’s replaces Publix as No. 1 grocery store for customer satisfaction Atlanta News First,local_news,neutral,Atlanta News First
NEWS-01471,USR-083,Atlanta,GA,2026-03-26,"These GA Stores Among More Than 1,400 In US Expected To Close In 2026 - Patch","These GA Stores Among More Than 1,400 In US Expected To Close In 2026 Patch",local_news,neutral,Patch
NEWS-01472,USR-083,Atlanta,GA,2026-06-03,Barnes & Noble store closing after 30 years; gas station chain purchased building - WSB-TV,Barnes & Noble store closing after 30 years; gas station chain purchased building WSB-TV,local_news,neutral,WSB-TV
NEWS-01473,USR-083,Atlanta,GA,2026-06-02,Metro Atlanta's beloved 2-story Barnes & Noble is closing this summer — Big Book Closing Sale offers 30-50% off in-stock merchandise - Secret Atlanta,Metro Atlanta's beloved 2-story Barnes & Noble is closing this summer — Big Book Closing Sale offers 30-50% off in-stock merchandise Secret Atlanta,local_news,neutral,Secret Atlanta
NEWS-01474,USR-083,Atlanta,GA,2026-04-20,Atlanta: [EXCLUSIVE] Gap Closing Suburban Store as Chain Continues to Shrink in Size - tonetoatl.com,Atlanta: [EXCLUSIVE] Gap Closing Suburban Store as Chain Continues to Shrink in Size tonetoatl.com,local_news,neutral,tonetoatl.com
NEWS-01475,USR-083,Atlanta,GA,2026-04-09,News | Why do these landlords object to Burlington replacing Saks Off 5th? It’s all about retail curation. - CoStar,News | Why do these landlords object to Burlington replacing Saks Off 5th? It’s all about retail curation. CoStar,local_news,neutral,CoStar
NEWS-01476,USR-083,Atlanta,GA,2025-12-11,Another business to close at Atlantic Station; residents say their community is ‘crumbling’ - Atlanta News First,Another business to close at Atlantic Station; residents say their community is ‘crumbling’ Atlanta News First,local_news,neutral,Atlanta News First
NEWS-01477,USR-083,Atlanta,GA,2025-07-10,Atlanta Kroger drivers plan practice picket as new store breaks ground,"Teamsters Local 528 drivers to hold practice picket at Forest Park fulfillment center Workers demand fair wages, benefits, and job protections Kroger to break ground on new 123,000 sq. ft. Marketplace ...",new_competitor,neutral,bing.com
NEWS-01478,USR-084,Miami,FL,2026-06-08,Sam's Club cashes in on $3M remodel of this Texas store - MySA,Sam's Club cashes in on $3M remodel of this Texas store MySA,local_news,neutral,MySA
NEWS-01479,USR-084,Miami,FL,2026-01-05,"Costco opening Florida distribution center. Here's where, when - Treasure Coast News","Costco opening Florida distribution center. Here's where, when Treasure Coast News",new_competitor,neutral,Treasure Coast News
NEWS-01480,USR-084,Miami,FL,2026-05-13,New Florida Costco coming? Warehouse retailer buys site for $55 million - The News-Press,New Florida Costco coming? Warehouse retailer buys site for $55 million The News-Press,local_news,neutral,The News-Press
NEWS-01481,USR-084,Miami,FL,2026-05-20,Publix open on Memorial Day? Costco? Mall hours? Check changes in South Florida - Miami Herald,Publix open on Memorial Day? Costco? Mall hours? Check changes in South Florida Miami Herald,local_news,neutral,Miami Herald
NEWS-01482,USR-084,Miami,FL,2026-03-09,Costco to open 28 new stores this year. Any in Florida? - The Palm Beach Post,Costco to open 28 new stores this year. Any in Florida? The Palm Beach Post,new_competitor,neutral,The Palm Beach Post
NEWS-01483,USR-084,Miami,FL,2026-05-07,New Florida Costco gets June opening date - Pensacola News Journal,New Florida Costco gets June opening date Pensacola News Journal,new_competitor,neutral,Pensacola News Journal
NEWS-01484,USR-084,Miami,FL,2026-05-28,A $20 smoothie and $67 steak? Prices at Miami store hit the wallet — and a nerve - Miami Herald,A $20 smoothie and $67 steak? Prices at Miami store hit the wallet — and a nerve Miami Herald,local_news,neutral,Miami Herald
NEWS-01485,USR-084,Miami,FL,2026-05-22,"Memorial Day grocery rush in Florida: Most stores stay open, but one giant shuts - WPEC","Memorial Day grocery rush in Florida: Most stores stay open, but one giant shuts WPEC",local_news,neutral,WPEC
NEWS-01486,USR-084,Miami,FL,2026-05-12,An Erewhon-style gourmet grocer called Nude Miami is coming soon - Time Out Worldwide,An Erewhon-style gourmet grocer called Nude Miami is coming soon Time Out Worldwide,local_news,neutral,Time Out Worldwide
NEWS-01487,USR-084,Miami,FL,2026-04-23,Your Palm Beach County ALDI could look different soon. Here’s why. - The Palm Beach Post,Your Palm Beach County ALDI could look different soon. Here’s why. The Palm Beach Post,local_news,neutral,The Palm Beach Post
NEWS-01488,USR-084,Miami,FL,2026-05-06,How to save money at the grocery store as prices continue to rise - CBS News,How to save money at the grocery store as prices continue to rise CBS News,local_news,neutral,CBS News
NEWS-01489,USR-084,Miami,FL,2026-05-11,"Lease roundup: SPOT Market grocery/cafe launches in Fort Lauderdale, Davie - The Real Deal","Lease roundup: SPOT Market grocery/cafe launches in Fort Lauderdale, Davie The Real Deal",local_news,neutral,The Real Deal
NEWS-01490,USR-084,Miami,FL,2026-05-25,What's open and closed in South Florida during Memorial Day 2026 - NBC 6 South Florida,What's open and closed in South Florida during Memorial Day 2026 NBC 6 South Florida,local_news,neutral,NBC 6 South Florida
NEWS-01491,USR-084,Miami,FL,2026-05-04,Major Clothing Retailer In FL Closing 150 U.S. Stores - Patch,Major Clothing Retailer In FL Closing 150 U.S. Stores Patch,local_news,neutral,Patch
NEWS-01492,USR-084,Miami,FL,2026-04-04,"Which Stores Are Open And Closed On Easter In Miami 2026: Walmart, Whole Foods, Aldi Hours - Secret Miami","Which Stores Are Open And Closed On Easter In Miami 2026: Walmart, Whole Foods, Aldi Hours Secret Miami",local_news,neutral,Secret Miami
NEWS-01493,USR-084,Miami,FL,2026-03-24,"Is Publix open on Easter Sunday? See open, closed retails stores in Florida - Daytona Beach News-Journal","Is Publix open on Easter Sunday? See open, closed retails stores in Florida Daytona Beach News-Journal",local_news,neutral,Daytona Beach News-Journal
NEWS-01494,USR-084,Miami,FL,2025-12-29,"What time do Florida stores open, close on New Year's Eve and New Year's Day? - Florida Today","What time do Florida stores open, close on New Year's Eve and New Year's Day? Florida Today",local_news,neutral,Florida Today
NEWS-01495,USR-085,Tampa,FL,2025-11-26,"Thanksgiving Grocery, Black Friday Retail Hours: What’s Open, Closed In FL - Patch","Thanksgiving Grocery, Black Friday Retail Hours: What’s Open, Closed In FL Patch",local_news,neutral,Patch
NEWS-01496,USR-085,Tampa,FL,2025-12-21,What's open and closed on Christmas Day 2025 - LiveNOW from FOX,What's open and closed on Christmas Day 2025 LiveNOW from FOX,local_news,neutral,LiveNOW from FOX
NEWS-01497,USR-085,Tampa,FL,2015-09-10,Albertsons die-hards support Tampa Bay's last store - Tampa Bay Times,Albertsons die-hards support Tampa Bay's last store Tampa Bay Times,local_news,neutral,Tampa Bay Times
NEWS-01498,USR-085,Tampa,FL,2017-10-06,Albertsons to Close Its Original Clearwater Location Next Month - AndNowUKnow,Albertsons to Close Its Original Clearwater Location Next Month AndNowUKnow,local_news,neutral,AndNowUKnow
NEWS-01499,USR-085,Tampa,FL,2020-04-03,Developer purchases former Albertsons location on U.S. 41 in Venice - Colliers,Developer purchases former Albertsons location on U.S. 41 in Venice Colliers,local_news,neutral,Colliers
NEWS-01500,USR-085,Tampa,FL,2025-12-22,"Here’s what stores are open, and which ones are closed, on Christmas - ABC7 WWSB","Here’s what stores are open, and which ones are closed, on Christmas ABC7 WWSB",local_news,neutral,ABC7 WWSB
NEWS-01501,USR-085,Tampa,FL,2026-06-10,Sprouts adding Buddy Brew Coffee cafes to 10 Florida stores - Sarasota Herald-Tribune,Sprouts adding Buddy Brew Coffee cafes to 10 Florida stores Sarasota Herald-Tribune,local_news,neutral,Sarasota Herald-Tribune
NEWS-01502,USR-085,Tampa,FL,2026-04-04,What grocery stores are open on Easter across Tampa Bay? - wtsp.com,What grocery stores are open on Easter across Tampa Bay? wtsp.com,local_news,neutral,wtsp.com
NEWS-01503,USR-085,Tampa,FL,2026-04-14,"Proposed grocery store in Sulphur Springs marks major step, but no deal yet - Bay News 9","Proposed grocery store in Sulphur Springs marks major step, but no deal yet Bay News 9",local_news,neutral,Bay News 9
NEWS-01504,USR-085,Tampa,FL,2026-05-13,"ODDMART world tour launches in Tampa; a pop-up, retro grocery store made of socks - That's So Tampa","ODDMART world tour launches in Tampa; a pop-up, retro grocery store made of socks That's So Tampa",local_news,neutral,That's So Tampa
NEWS-01505,USR-085,Tampa,FL,2025-12-24,"Christmas Eve hours: what's open, what's closed and how shoppers are spending - FOX 13 Tampa Bay","Christmas Eve hours: what's open, what's closed and how shoppers are spending FOX 13 Tampa Bay",local_news,neutral,FOX 13 Tampa Bay
NEWS-01506,USR-085,Tampa,FL,2026-04-01,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In FL - Patch,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In FL Patch,local_news,neutral,Patch
NEWS-01507,USR-085,Tampa,FL,2026-06-17,West Marine closing dozens of stores — including 2 in the Tampa Bay area - wtsp.com,West Marine closing dozens of stores — including 2 in the Tampa Bay area wtsp.com,local_news,neutral,wtsp.com
NEWS-01508,USR-085,Tampa,FL,2026-03-26,"These FL Stores Among More Than 1,400 In US Expected To Close In 2026 - Patch","These FL Stores Among More Than 1,400 In US Expected To Close In 2026 Patch",local_news,neutral,Patch
NEWS-01509,USR-085,Tampa,FL,2026-06-08,Popular Florida paper company expanding to Tampa closes warehouse. 74 jobs lost - Tampa Bay Times,Popular Florida paper company expanding to Tampa closes warehouse. 74 jobs lost Tampa Bay Times,local_news,neutral,Tampa Bay Times
NEWS-01510,USR-085,Tampa,FL,2026-02-10,"Retail landscape in Florida takes another loss, as operator of Eddie Bauer stores shutters locations - Business Observer","Retail landscape in Florida takes another loss, as operator of Eddie Bauer stores shutters locations Business Observer",local_news,neutral,Business Observer
NEWS-01511,USR-085,Tampa,FL,2026-05-28,Apparel Brand That Celebrates Tampa Culture To Open First Retail Store - Patch,Apparel Brand That Celebrates Tampa Culture To Open First Retail Store Patch,local_news,neutral,Patch
NEWS-01512,USR-086,Orlando,FL,2026-06-16,New Publix stores will soon open in these Florida cities - WKMG,New Publix stores will soon open in these Florida cities WKMG,local_news,neutral,WKMG
NEWS-01513,USR-086,Orlando,FL,2026-06-12,Publix eyes new Horizon West store less than a mile from existing location - The Business Journals,Publix eyes new Horizon West store less than a mile from existing location The Business Journals,local_news,neutral,The Business Journals
NEWS-01514,USR-086,Orlando,FL,2026-05-25,Memorial Day: What stores are open in Central Florida? - WESH,Memorial Day: What stores are open in Central Florida? WESH,local_news,neutral,WESH
NEWS-01515,USR-086,Orlando,FL,2026-04-03,"Is Publix open on Easter Sunday? Hours, if stores are open in Florida - Sarasota Herald-Tribune","Is Publix open on Easter Sunday? Hours, if stores are open in Florida Sarasota Herald-Tribune",local_news,neutral,Sarasota Herald-Tribune
NEWS-01516,USR-086,Orlando,FL,2026-05-07,Publix limits open carry of firearms inside stores - WFTV,Publix limits open carry of firearms inside stores WFTV,local_news,neutral,WFTV
NEWS-01517,USR-086,Orlando,FL,2026-05-06,Publix appears to change open-carry policy in Florida stores - Orlando Sentinel,Publix appears to change open-carry policy in Florida stores Orlando Sentinel,local_news,neutral,Orlando Sentinel
NEWS-01518,USR-086,Orlando,FL,2025-12-24,Christmas Day shopping in Central Florida: Which stores are open? - FOX 35 Orlando,Christmas Day shopping in Central Florida: Which stores are open? FOX 35 Orlando,local_news,neutral,FOX 35 Orlando
NEWS-01519,USR-086,Orlando,FL,2026-05-22,"Memorial Day grocery rush in Florida: Most stores stay open, but one giant shuts - WPEC","Memorial Day grocery rush in Florida: Most stores stay open, but one giant shuts WPEC",local_news,neutral,WPEC
NEWS-01520,USR-086,Orlando,FL,2025-11-05,These grocery stores are open on Thanksgiving in Central Florida - WKMG,These grocery stores are open on Thanksgiving in Central Florida WKMG,local_news,neutral,WKMG
NEWS-01521,USR-086,Orlando,FL,2026-02-23,5 Florida Grocery Stores Visitors Actually Plan Trips Around - Southern Living,5 Florida Grocery Stores Visitors Actually Plan Trips Around Southern Living,local_news,neutral,Southern Living
NEWS-01522,USR-086,Orlando,FL,2026-06-09,Wisconsin shoe brand to close lone Central Florida location - The Business Journals,Wisconsin shoe brand to close lone Central Florida location The Business Journals,local_news,neutral,The Business Journals
NEWS-01523,USR-086,Orlando,FL,2026-06-05,"Winter Park-based Rifle Paper closing Seminole warehouse, laying off 74 - Orlando Sentinel","Winter Park-based Rifle Paper closing Seminole warehouse, laying off 74 Orlando Sentinel",local_news,neutral,Orlando Sentinel
NEWS-01524,USR-086,Orlando,FL,2025-12-31,New Year's grocery store hours: What's open and closed? - FOX 35 Orlando,New Year's grocery store hours: What's open and closed? FOX 35 Orlando,local_news,neutral,FOX 35 Orlando
NEWS-01525,USR-086,Orlando,FL,2026-05-17,‘Royal Pop’ frenzy forces shutdown of Swatch store at Mall at Millenia - WKMG,‘Royal Pop’ frenzy forces shutdown of Swatch store at Mall at Millenia WKMG,local_news,neutral,WKMG
NEWS-01526,USR-086,Orlando,FL,2026-03-26,"These FL Stores Among More Than 1,400 In US Expected To Close In 2026 - Patch","These FL Stores Among More Than 1,400 In US Expected To Close In 2026 Patch",local_news,neutral,Patch
NEWS-01527,USR-086,Orlando,FL,2026-01-08,Publix anticipated as anchor for new St. Cloud retail project,"To continue reading this content, please enable JavaScript in your browser settings and refresh this page. Preview this article 1 min A source close to the matter has ...",local_news,neutral,bing.com
NEWS-01528,USR-086,Orlando,FL,2022-12-09,"Publix opens new store in Orlando, Florida","Employee-owned grocery chain Publix Food Markets on Thursday opened its newest store in Orlando, Florida. The 48,387-square-foot store will be located at Town Center at O-Town West, 11055 Daryl Carter ...",new_competitor,neutral,bing.com
NEWS-01529,USR-087,Cleveland,OH,2026-06-22,Pinecrest lands high-end fitness studio Solidcore’s first Ohio location - Crain's Cleveland,Pinecrest lands high-end fitness studio Solidcore’s first Ohio location Crain's Cleveland,local_news,neutral,Crain's Cleveland
NEWS-01530,USR-087,Cleveland,OH,2025-11-26,Prepare well for Thanksgiving— and stores that are open if you forget something - Cleveland.com,Prepare well for Thanksgiving— and stores that are open if you forget something Cleveland.com,local_news,neutral,Cleveland.com
NEWS-01531,USR-087,Cleveland,OH,2025-11-26,These grocery stores are staying open to save your Thanksgiving meal - News 5 Cleveland WEWS,These grocery stores are staying open to save your Thanksgiving meal News 5 Cleveland WEWS,local_news,neutral,News 5 Cleveland WEWS
NEWS-01532,USR-087,Cleveland,OH,2026-05-15,We Ranked 39 Chocolate Chip Cookies From Grocery Stores for National Chocolate Chip Day - Cleveland.com,We Ranked 39 Chocolate Chip Cookies From Grocery Stores for National Chocolate Chip Day Cleveland.com,local_news,neutral,Cleveland.com
NEWS-01533,USR-087,Cleveland,OH,2025-12-31,"Here’s what is open, and what is closed, on New Year’s Day - Cleveland 19 News","Here’s what is open, and what is closed, on New Year’s Day Cleveland 19 News",local_news,neutral,Cleveland 19 News
NEWS-01534,USR-087,Cleveland,OH,2025-11-25,Which grocery stores are open on Thanksgiving Day in Southwest Florida? - Gulf Coast News and Weather,Which grocery stores are open on Thanksgiving Day in Southwest Florida? Gulf Coast News and Weather,weather,negative,Gulf Coast News and Weather
NEWS-01535,USR-087,Cleveland,OH,2026-04-23,A new grocery store is planned for the Central neighborhood. Could this one stick? - Signal Cleveland,A new grocery store is planned for the Central neighborhood. Could this one stick? Signal Cleveland,local_news,neutral,Signal Cleveland
NEWS-01536,USR-087,Cleveland,OH,2026-03-03,Cleveland city council backs bill to fund grocery stores in food deserts - Cleveland 19 News,Cleveland city council backs bill to fund grocery stores in food deserts Cleveland 19 News,local_news,neutral,Cleveland 19 News
NEWS-01537,USR-087,Cleveland,OH,2026-04-04,What’s open and closed on Easter 2026 - Cleveland.com,What’s open and closed on Easter 2026 Cleveland.com,local_news,neutral,Cleveland.com
NEWS-01538,USR-087,Cleveland,OH,2026-03-10,Cleveland Heights’ Grocery Outlet not among stores closing - Cleveland Jewish News,Cleveland Heights’ Grocery Outlet not among stores closing Cleveland Jewish News,local_news,neutral,Cleveland Jewish News
NEWS-01539,USR-087,Cleveland,OH,2026-04-02,Goodwill plans $35 million resource center and grocery store for former St. Vincent site - Crain's Cleveland,Goodwill plans $35 million resource center and grocery store for former St. Vincent site Crain's Cleveland,local_news,neutral,Crain's Cleveland
NEWS-01540,USR-087,Cleveland,OH,2026-06-17,"One World Shop, Northeast Ohio’s oldest fair trade store, to close at end of June - Cleveland.com","One World Shop, Northeast Ohio’s oldest fair trade store, to close at end of June Cleveland.com",local_news,neutral,Cleveland.com
NEWS-01541,USR-087,Cleveland,OH,2025-12-16,Northeast Ohio loses more Family Dollar stores - News 5 Cleveland WEWS,Northeast Ohio loses more Family Dollar stores News 5 Cleveland WEWS,local_news,neutral,News 5 Cleveland WEWS
NEWS-01542,USR-087,Cleveland,OH,2026-05-27,Ohio sees 28 Family Dollar store closures since summer 2025 - The Columbus Dispatch,Ohio sees 28 Family Dollar store closures since summer 2025 The Columbus Dispatch,construction,negative,The Columbus Dispatch
NEWS-01543,USR-087,Cleveland,OH,2026-03-07,Grocery Outlet to close 4 'underperforming' stores in Northeast Ohio - WKYC,Grocery Outlet to close 4 'underperforming' stores in Northeast Ohio WKYC,local_news,neutral,WKYC
NEWS-01544,USR-087,Cleveland,OH,2026-03-06,Grocery Outlet closing several NEO stores after growing too quickly - Crain's Cleveland,Grocery Outlet closing several NEO stores after growing too quickly Crain's Cleveland,local_news,neutral,Crain's Cleveland
NEWS-01545,USR-087,Cleveland,OH,2026-04-21,Grocery Outlet to open 2 NE Ohio stores while closing 5 underperforming locations - The Business Journals,Grocery Outlet to open 2 NE Ohio stores while closing 5 underperforming locations The Business Journals,local_news,neutral,The Business Journals
NEWS-01546,USR-088,Pittsburgh,PA,2026-05-29,How Dollar Tree is taking over former Rite Aid sites in Pittsburgh region - TribLIVE.com,How Dollar Tree is taking over former Rite Aid sites in Pittsburgh region TribLIVE.com,local_news,neutral,TribLIVE.com
NEWS-01547,USR-088,Pittsburgh,PA,2025-12-31,"New Year's Day 2026: What's Open, Closed Around Pittsburgh - Patch","New Year's Day 2026: What's Open, Closed Around Pittsburgh Patch",local_news,neutral,Patch
NEWS-01548,USR-088,Pittsburgh,PA,2025-07-15,Prescriptions from these 143 Rite Aid Pa. stores are moving to CVS - PennLive.com,Prescriptions from these 143 Rite Aid Pa. stores are moving to CVS PennLive.com,local_news,neutral,PennLive.com
NEWS-01549,USR-088,Pittsburgh,PA,2025-05-30,"Over 1,000 Walgreens, CVS, Rite Aid stores are closing; See hundreds in Pennsylvania - Erie Times-News","Over 1,000 Walgreens, CVS, Rite Aid stores are closing; See hundreds in Pennsylvania Erie Times-News",local_news,neutral,Erie Times-News
NEWS-01550,USR-088,Pittsburgh,PA,2025-07-01,"Rite Aid Closures Reach 1,000 as America Faces ‘Pharmacy Deserts’ - Newsweek","Rite Aid Closures Reach 1,000 as America Faces ‘Pharmacy Deserts’ Newsweek",construction,negative,Newsweek
NEWS-01551,USR-088,Pittsburgh,PA,2025-05-19,Rite Aid is closing 95 more stores after selling assets to CVS and others: See the full list of locations across 6 states - Fast Company,Rite Aid is closing 95 more stores after selling assets to CVS and others: See the full list of locations across 6 states Fast Company,local_news,neutral,Fast Company
NEWS-01552,USR-088,Pittsburgh,PA,2026-06-19,Schwebel Baking Company shutting down after 120 years - CBS News,Schwebel Baking Company shutting down after 120 years CBS News,local_news,neutral,CBS News
NEWS-01553,USR-088,Pittsburgh,PA,2026-04-27,New grocery stores coming to the Pittsburgh area. What will the competition do for prices? - WPXI,New grocery stores coming to the Pittsburgh area. What will the competition do for prices? WPXI,local_news,neutral,WPXI
NEWS-01554,USR-088,Pittsburgh,PA,2026-04-12,Grocery battles: Pittsburgh’s already crowded marketplace is about to get more congested - Pittsburgh Post-Gazette,Grocery battles: Pittsburgh’s already crowded marketplace is about to get more congested Pittsburgh Post-Gazette,local_news,neutral,Pittsburgh Post-Gazette
NEWS-01555,USR-088,Pittsburgh,PA,2025-12-22,8 new grocery stores that are now open or coming to Pittsburgh soon - NEXTpittsburgh,8 new grocery stores that are now open or coming to Pittsburgh soon NEXTpittsburgh,local_news,neutral,NEXTpittsburgh
NEWS-01556,USR-088,Pittsburgh,PA,2026-03-20,Consumer Alert Issued For Pittsburgh Grocery Store - Patch,Consumer Alert Issued For Pittsburgh Grocery Store Patch,local_news,neutral,Patch
NEWS-01557,USR-088,Pittsburgh,PA,2026-02-21,"Shop local, eat global: Specialty grocery stores are keeping traditions alive and palates refreshed - TribLIVE.com","Shop local, eat global: Specialty grocery stores are keeping traditions alive and palates refreshed TribLIVE.com",local_news,neutral,TribLIVE.com
