sku_id,store_id,category,product_name,description,attributes,brand_type,in_stock,price_tier,unit_price,pack_size,aisle_zone,facings,weekly_units_sold,margin_pct,upc,vendor
SKU-USR-074-011,USR-074,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,78.39,4-pack,Aisle 23–25 — Freezer Bank,6,19,0.166,914809342987,Regional Foods LLC
SKU-USR-074-012,USR-074,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,34.85,4-pack,Aisle 2–3 — Cooler & Shelf,4,22,0.248,516824139459,Regional Foods LLC
SKU-USR-074-013,USR-074,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,regional,True,value,11.86,24 ct,Aisle 2–3 — Cooler & Shelf,4,39,0.162,421979452380,Global Consumer Goods
SKU-USR-074-014,USR-074,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,55.53,10 oz,Aisle 15–17 — Household,6,20,0.247,300857159166,National Brands Co
SKU-USR-074-015,USR-074,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,61.28,8 oz,Produce Section — Front Perimeter,3,25,0.105,557475787781,National Brands Co
SKU-USR-074-016,USR-074,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,regional,True,value,10.36,16 oz,Aisle 4–12 — Center Store,7,50,0.212,492015246672,National Brands Co
SKU-USR-074-017,USR-074,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,87.3,10 oz,Aisle 18–22 — HBC,5,22,0.095,638414607143,Regional Foods LLC
SKU-USR-075-001,USR-075,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,7.21,12 oz,Aisle 14 — Impulse / Endcap,5,54,0.323,268442751290,Aldi DC
SKU-USR-075-002,USR-075,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,22.44,4-pack,Produce Section — Front Perimeter,2,16,0.273,164621800512,National Brands Co
SKU-USR-075-003,USR-075,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",regional,True,premium,32.82,2 lb,Aisle 4–12 — Center Store,1,19,0.165,937331717347,Global Consumer Goods
SKU-USR-075-004,USR-075,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,False,value,5.56,24 ct,Aisle 18–22 — HBC,5,49,0.155,406312598348,National Brands Co
SKU-USR-075-005,USR-075,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,regional,False,value,6.12,12 oz,Aisle 14 — Impulse / Endcap,1,41,0.126,595352360915,Global Consumer Goods
SKU-USR-075-006,USR-075,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,76.68,2 lb,Aisle 18–22 — HBC,4,19,0.098,312639993771,National Brands Co
SKU-USR-075-007,USR-075,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,12.73,1 lb,Aisle 23–25 — Freezer Bank,2,46,0.254,124499110176,National Brands Co
SKU-USR-075-008,USR-075,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,27.6,32 oz,Aisle 1 — Cooler Wall,3,17,0.09,966943494591,Global Consumer Goods
SKU-USR-075-009,USR-075,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,14.71,4-pack,Aisle 18–22 — HBC,1,19,0.166,163470235927,Regional Foods LLC
SKU-USR-075-010,USR-075,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,False,premium,18.45,8 oz,Aisle 2–3 — Cooler & Shelf,3,20,0.139,201499102225,Global Consumer Goods
SKU-USR-075-011,USR-075,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,9.61,1 gallon,Aisle 15–17 — Household,2,47,0.417,116077577856,Aldi DC
SKU-USR-075-012,USR-075,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,False,value,12.41,2-liter,Aisle 2–3 — Cooler & Shelf,4,41,0.16,493814121440,National Brands Co
SKU-USR-075-013,USR-075,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,86.59,8 oz,Aisle 14 — Impulse / Endcap,2,21,0.207,418967239629,National Brands Co
SKU-USR-075-014,USR-075,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,False,value,10.5,1 gallon,Aisle 23–25 — Freezer Bank,1,52,0.137,747216307664,National Brands Co
SKU-USR-075-015,USR-075,Snacks,Benton's Cookie Snack Packs,Impulse cookies — checkout cooler.,"private_label,value",private_label,True,value,11.42,1 lb,Aisle 14 — Impulse / Endcap,2,42,0.161,722274311578,Aldi DC
SKU-USR-075-016,USR-075,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,regional,True,value,8.72,16 oz,Aisle 15–17 — Household,4,34,0.274,245256250006,Global Consumer Goods
SKU-USR-076-001,USR-076,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,regional,True,value,5.18,24 ct,Produce Section — Front Perimeter,3,49,0.154,406893438527,Global Consumer Goods
SKU-USR-076-002,USR-076,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,12.38,24 ct,Aisle 14 — Impulse / Endcap,2,43,0.198,707119942810,Regional Foods LLC
SKU-USR-076-003,USR-076,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,regional,True,value,8.58,12 oz,Aisle 4–12 — Center Store,3,35,0.257,717354310056,Global Consumer Goods
SKU-USR-076-004,USR-076,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,regional,True,premium,42.23,32 oz,Aisle 2–3 — Cooler & Shelf,1,18,0.093,991523392620,Regional Foods LLC
SKU-USR-076-005,USR-076,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,10.4,6-pack,Aisle 1 — Cooler Wall,4,19,0.151,704007392921,Regional Foods LLC
SKU-USR-076-006,USR-076,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,6.95,24 ct,Aisle 15–17 — Household,3,41,0.236,758913478212,H-E-B DC
SKU-USR-076-007,USR-076,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,9.3,1 gallon,Aisle 2–3 — Cooler & Shelf,3,44,0.245,122318450940,National Brands Co
SKU-USR-076-008,USR-076,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,8.59,1 gallon,Aisle 14 — Impulse / Endcap,2,41,0.272,468240481163,H-E-B DC
SKU-USR-076-009,USR-076,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,29.75,4-pack,Aisle 14 — Impulse / Endcap,2,13,0.129,160139251960,National Brands Co
SKU-USR-076-010,USR-076,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,True,value,8.87,16 oz,Aisle 18–22 — HBC,4,44,0.234,312846190382,Global Consumer Goods
SKU-USR-076-011,USR-076,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,8.33,16 oz,Aisle 15–17 — Household,3,24,0.151,948159793230,National Brands Co
SKU-USR-076-012,USR-076,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,74.7,4-pack,Aisle 4–12 — Center Store,3,20,0.203,106629857079,Global Consumer Goods
SKU-USR-076-013,USR-076,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,86.9,32 oz,Aisle 23–25 — Freezer Bank,3,11,0.235,629946260022,Regional Foods LLC
SKU-USR-076-014,USR-076,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,82.72,10 oz,Aisle 18–22 — HBC,4,25,0.21,300868568850,National Brands Co
SKU-USR-076-015,USR-076,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,89.39,10 oz,Produce Section — Front Perimeter,3,19,0.225,899680270764,National Brands Co
SKU-USR-076-016,USR-076,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,67.58,32 oz,Aisle 4–12 — Center Store,4,25,0.204,579048274520,Regional Foods LLC
SKU-USR-076-017,USR-076,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,1.62,2-liter,Aisle 23–25 — Freezer Bank,1,48,0.175,636353746282,Regional Foods LLC
SKU-USR-076-018,USR-076,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,72.11,32 oz,Produce Section — Front Perimeter,4,17,0.188,941657195547,National Brands Co
SKU-USR-077-001,USR-077,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,64.9,32 oz,Aisle 4–12 — Center Store,2,28,0.208,185571731876,National Brands Co
SKU-USR-077-002,USR-077,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,74.99,10 oz,Aisle 23–25 — Freezer Bank,2,18,0.244,894269519781,National Brands Co
SKU-USR-077-003,USR-077,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,False,premium,57.48,4-pack,Aisle 14 — Impulse / Endcap,5,14,0.082,239419160831,National Brands Co
SKU-USR-077-004,USR-077,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",regional,True,premium,69.37,6-pack,Produce Section — Front Perimeter,2,20,0.232,583064792288,Global Consumer Goods
SKU-USR-077-005,USR-077,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,21.73,2 lb,Aisle 4–12 — Center Store,3,17,0.142,248129448136,Regional Foods LLC
SKU-USR-077-006,USR-077,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,14.72,4-pack,Aisle 2–3 — Cooler & Shelf,1,10,0.222,429654526131,National Brands Co
SKU-USR-077-007,USR-077,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,67.88,10 oz,Aisle 2–3 — Cooler & Shelf,5,20,0.14,724288735395,Regional Foods LLC
SKU-USR-077-008,USR-077,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,1.54,1 gallon,Aisle 4–12 — Center Store,5,45,0.262,652204143072,Regional Foods LLC
SKU-USR-077-009,USR-077,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,87.63,2 lb,Aisle 1 — Cooler Wall,2,16,0.181,815882186069,Global Consumer Goods
SKU-USR-077-010,USR-077,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,regional,True,premium,12.15,10 oz,Aisle 18–22 — HBC,3,14,0.112,318043682091,Regional Foods LLC
SKU-USR-077-011,USR-077,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,47.11,4-pack,Aisle 18–22 — HBC,1,23,0.118,293875949167,Global Consumer Goods
SKU-USR-077-012,USR-077,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,10.73,1 lb,Aisle 14 — Impulse / Endcap,1,55,0.34,963138777224,Meijer DC
SKU-USR-077-013,USR-077,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,53.17,8 oz,Produce Section — Front Perimeter,2,17,0.175,664012232828,Regional Foods LLC
SKU-USR-077-014,USR-077,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,False,value,10.63,12 oz,Aisle 18–22 — HBC,1,42,0.171,832935256078,Global Consumer Goods
SKU-USR-077-015,USR-077,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,4.16,24 ct,Aisle 23–25 — Freezer Bank,2,38,0.279,360642340014,Global Consumer Goods
SKU-USR-077-016,USR-077,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",regional,True,premium,16.48,10 oz,Aisle 15–17 — Household,4,14,0.221,595649310953,National Brands Co
SKU-USR-077-017,USR-077,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,4.43,24 ct,Aisle 1 — Cooler Wall,4,51,0.211,337879269782,Regional Foods LLC
SKU-USR-078-001,USR-078,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,37.98,2 lb,Produce Section — Front Perimeter,2,17,0.124,672354382064,Global Consumer Goods
SKU-USR-078-002,USR-078,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,5.24,2-liter,Aisle 15–17 — Household,4,46,0.24,989619291883,Regional Foods LLC
SKU-USR-078-003,USR-078,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",regional,True,premium,24.28,32 oz,Aisle 4–12 — Center Store,5,16,0.218,112414744411,National Brands Co
SKU-USR-078-004,USR-078,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,42.08,2 lb,Aisle 18–22 — HBC,4,23,0.212,568347461439,National Brands Co
SKU-USR-078-005,USR-078,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,regional,False,premium,45.92,2 lb,Aisle 23–25 — Freezer Bank,1,17,0.277,744873374024,National Brands Co
SKU-USR-078-006,USR-078,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,5.22,16 oz,Aisle 23–25 — Freezer Bank,3,55,0.13,558961768904,Regional Foods LLC
SKU-USR-078-007,USR-078,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,regional,True,premium,66.94,6-pack,Aisle 2–3 — Cooler & Shelf,4,20,0.244,222541342671,Regional Foods LLC
SKU-USR-078-008,USR-078,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,85.98,8 oz,Aisle 4–12 — Center Store,1,24,0.209,895238985287,Global Consumer Goods
SKU-USR-078-009,USR-078,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,4.61,24 ct,Aisle 15–17 — Household,2,60,0.298,887787310680,Safeway DC
SKU-USR-078-010,USR-078,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,regional,True,value,3.52,12 oz,Aisle 4–12 — Center Store,5,48,0.11,562752383621,National Brands Co
SKU-USR-078-011,USR-078,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,regional,True,value,12.35,2-liter,Aisle 1 — Cooler Wall,3,45,0.231,534205943065,Global Consumer Goods
SKU-USR-078-012,USR-078,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,7.44,1 lb,Aisle 2–3 — Cooler & Shelf,4,53,0.255,797355409945,Global Consumer Goods
SKU-USR-078-013,USR-078,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,3.01,1 gallon,Aisle 14 — Impulse / Endcap,1,40,0.398,531597247342,Safeway DC
SKU-USR-078-014,USR-078,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,50.47,2 lb,Aisle 14 — Impulse / Endcap,5,21,0.153,286758257324,National Brands Co
SKU-USR-078-015,USR-078,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,82.17,10 oz,Aisle 2–3 — Cooler & Shelf,5,16,0.194,816249977295,National Brands Co
SKU-USR-078-016,USR-078,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",regional,True,premium,63.0,32 oz,Aisle 15–17 — Household,3,16,0.259,192937200141,Regional Foods LLC
SKU-USR-079-001,USR-079,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,10.94,32 oz,Aisle 2–3 — Cooler & Shelf,1,19,0.125,132689763789,National Brands Co
SKU-USR-079-002,USR-079,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,3.59,1 gallon,Aisle 4–12 — Center Store,4,43,0.273,281347665241,Regional Foods LLC
SKU-USR-079-003,USR-079,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,33.19,4-pack,Aisle 14 — Impulse / Endcap,1,11,0.175,200872947256,Global Consumer Goods
SKU-USR-079-004,USR-079,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",regional,True,premium,60.61,32 oz,Aisle 15–17 — Household,5,21,0.231,493895304024,National Brands Co
SKU-USR-079-005,USR-079,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,89.1,10 oz,Aisle 1 — Cooler Wall,1,15,0.142,104244666230,National Brands Co
SKU-USR-079-006,USR-079,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,3.3,12 oz,Produce Section — Front Perimeter,5,31,0.083,846443373312,National Brands Co
SKU-USR-079-007,USR-079,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,44.72,10 oz,Aisle 23–25 — Freezer Bank,3,19,0.136,654532249720,Regional Foods LLC
SKU-USR-079-008,USR-079,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",regional,True,premium,63.14,8 oz,Aisle 4–12 — Center Store,4,20,0.185,295209530972,Global Consumer Goods
SKU-USR-079-009,USR-079,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,regional,True,value,2.86,1 lb,Aisle 15–17 — Household,1,40,0.151,187668152813,Global Consumer Goods
SKU-USR-079-010,USR-079,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,58.35,6-pack,Aisle 4–12 — Center Store,5,17,0.211,846680487876,Regional Foods LLC
SKU-USR-079-011,USR-079,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,31.8,10 oz,Produce Section — Front Perimeter,3,18,0.129,171091406223,Regional Foods LLC
SKU-USR-079-012,USR-079,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,6.28,1 lb,Aisle 23–25 — Freezer Bank,1,41,0.195,394647694573,Regional Foods LLC
SKU-USR-079-013,USR-079,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,80.32,4-pack,Produce Section — Front Perimeter,3,14,0.095,861627388300,Global Consumer Goods
SKU-USR-079-014,USR-079,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,regional,True,value,9.79,1 lb,Aisle 23–25 — Freezer Bank,2,49,0.131,663705619701,Regional Foods LLC
SKU-USR-079-015,USR-079,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,10.49,1 lb,Aisle 15–17 — Household,4,43,0.173,214900674241,Sprouts DC
SKU-USR-079-016,USR-079,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,69.88,32 oz,Aisle 18–22 — HBC,5,21,0.217,229118617197,National Brands Co
SKU-USR-080-001,USR-080,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,regional,True,value,12.82,1 lb,Aisle 18–22 — HBC,5,41,0.272,612799694947,Global Consumer Goods
SKU-USR-080-002,USR-080,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",regional,True,premium,53.3,6-pack,Produce Section — Front Perimeter,4,20,0.257,609042789723,Global Consumer Goods
SKU-USR-080-003,USR-080,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,11.26,1 lb,Aisle 23–25 — Freezer Bank,5,45,0.243,922768413570,Global Consumer Goods
SKU-USR-080-004,USR-080,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",regional,True,premium,53.34,32 oz,Aisle 18–22 — HBC,4,20,0.081,674438351397,Regional Foods LLC
SKU-USR-080-005,USR-080,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,48.25,8 oz,Aisle 15–17 — Household,3,22,0.272,324266710915,Regional Foods LLC
SKU-USR-080-006,USR-080,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,48.99,10 oz,Aisle 1 — Cooler Wall,5,17,0.185,729772306473,Global Consumer Goods
SKU-USR-080-007,USR-080,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,11.8,10 oz,Aisle 23–25 — Freezer Bank,5,15,0.145,485958613230,National Brands Co
SKU-USR-080-008,USR-080,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,4.05,12 oz,Aisle 4–12 — Center Store,2,57,0.226,226550125278,Regional Foods LLC
SKU-USR-080-009,USR-080,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,62.24,32 oz,Aisle 4–12 — Center Store,1,22,0.146,378421470761,National Brands Co
SKU-USR-080-010,USR-080,Dairy,Unexpected Cheddar,Flagship cheese — cult favorite private label.,"premium,private_label",private_label,True,premium,52.24,8 oz,Aisle 1 — Cooler Wall,5,12,0.231,945679273982,Trader Joe's DC
SKU-USR-080-011,USR-080,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,regional,True,value,10.48,12 oz,Aisle 23–25 — Freezer Bank,1,45,0.203,289743790175,Global Consumer Goods
SKU-USR-081-001,USR-081,Household,Mainstays Bath Towel Set,Soft cotton towels — home basics collection.,"private_label,value",private_label,True,value,11.64,24 ct,Aisle 15–17 — Household,2,27,0.388,491516281950,Walmart DC
SKU-USR-081-002,USR-081,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,9.03,2 lb,Aisle 15–17 — Household,7,21,0.185,418416542407,Regional Foods LLC
SKU-USR-081-003,USR-081,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,3.37,16 oz,Aisle 14 — Impulse / Endcap,7,49,0.115,846330947130,Regional Foods LLC
SKU-USR-081-004,USR-081,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,73.53,32 oz,Aisle 1 — Cooler Wall,4,16,0.269,790016142504,Regional Foods LLC
SKU-USR-081-005,USR-081,Dairy,Great Value Whole Milk Gallon,Store-brand vitamin D milk — everyday low price.,"private_label,value",private_label,True,value,9.4,16 oz,Aisle 1 — Cooler Wall,7,42,0.131,471041709594,Walmart DC
SKU-USR-081-006,USR-081,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,66.31,32 oz,Aisle 4–12 — Center Store,7,13,0.088,102585140927,National Brands Co
SKU-USR-081-007,USR-081,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,6.85,16 oz,Produce Section — Front Perimeter,5,60,0.152,841802600923,National Brands Co
SKU-USR-081-008,USR-081,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,10.63,24 ct,Aisle 2–3 — Cooler & Shelf,2,41,0.145,307836538531,Global Consumer Goods
SKU-USR-081-009,USR-081,Health & Beauty,Equate Pain Relief 200ct,Ibuprofen tablets — pharmacy aisle staple.,"private_label,value",private_label,True,value,8.73,16 oz,Aisle 18–22 — HBC,3,38,0.363,108408194183,Walmart DC
SKU-USR-081-010,USR-081,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,2.61,24 ct,Aisle 14 — Impulse / Endcap,3,48,0.414,575939110389,Walmart DC
SKU-USR-081-011,USR-081,Grocery,Marketside Fresh Sub Kit,Deli sub ingredients — ready for assembly.,value,national,True,value,7.65,16 oz,Aisle 4–12 — Center Store,6,42,0.257,387555620895,Global Consumer Goods
SKU-USR-081-012,USR-081,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,regional,True,value,12.89,16 oz,Aisle 23–25 — Freezer Bank,7,46,0.166,225422978430,National Brands Co
SKU-USR-081-013,USR-081,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",regional,True,premium,18.05,10 oz,Aisle 1 — Cooler Wall,2,16,0.135,537183969102,Global Consumer Goods
SKU-USR-081-014,USR-081,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,5.13,16 oz,Aisle 4–12 — Center Store,7,42,0.172,656784843040,Global Consumer Goods
SKU-USR-081-015,USR-081,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,11.97,16 oz,Aisle 15–17 — Household,2,51,0.182,127393500647,Walmart DC
SKU-USR-081-016,USR-081,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,10.63,4-pack,Produce Section — Front Perimeter,6,16,0.19,843631579518,Regional Foods LLC
SKU-USR-081-017,USR-081,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,8.04,1 gallon,Aisle 1 — Cooler Wall,3,47,0.247,497442369243,Regional Foods LLC
SKU-USR-081-018,USR-081,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,85.14,6-pack,Aisle 4–12 — Center Store,5,15,0.268,614238589438,Regional Foods LLC
SKU-USR-082-001,USR-082,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,14.82,4-pack,Aisle 2–3 — Cooler & Shelf,3,15,0.229,518775370109,Global Consumer Goods
SKU-USR-082-002,USR-082,Snacks,Favorite Day Cookie Butter Cookies,Private-label snack — impulse endcap item.,"private_label,premium",private_label,False,premium,41.9,6-pack,Aisle 14 — Impulse / Endcap,1,22,0.19,422571176303,Target DC
